,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
3166,CHEMBL3585769,C=CC[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,3.9,active
3167,CHEMBL3585770,C=CC[C@@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,6.3,active
3168,CHEMBL3585771,C=C(F)C[C@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,35700.0,inactive
3169,CHEMBL3585772,C=C(F)C[C@@H](C(=O)O)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,100000.0,inactive
3170,CHEMBL3585773,C=C(F)C[C@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,9.3,active
3171,CHEMBL3585774,C=C(F)C[C@@H](C(=O)NO)N(Cc1cccnc1)S(=O)(=O)c1ccc(OC)cc1,7.2,active
3172,CHEMBL3593552,O=C1NC[C@@H](Cc2ccccc2)N(C[C@@H]2CCCN2C[C@@H](CC2CCCCC2)N2C[C@H](Cc3ccccc3)N(CCc3ccccc3)C(=O)C2=O)C1=O,100000.0,inactive
3173,CHEMBL3235912,O=C1NC[C@H](Cc2ccccc2)N(C[C@@H]2CCCN2C[C@H](Cc2ccccc2)N2C[C@H](Cc3ccc(O)cc3)N(CCC34CC5CC(CC(C5)C3)C4)C(=O)C2=O)C1=O,100000.0,inactive
3174,CHEMBL3593551,CCC[C@H]1CNC(=O)C(=O)N1C[C@@H]1CCCN1C[C@@H](CC1CCCCC1)N1C[C@H](Cc2ccccc2)N(CCc2ccccc2)C(=O)C1=O,100000.0,inactive
3175,CHEMBL3235911,O=C1NC[C@H](Cc2ccccc2)N(C[C@@H]2CCCN2C[C@@H](CC2CCCCC2)N2C[C@H](Cc3ccc(O)cc3)N(CCc3ccccc3)C(=O)C2=O)C1=O,100000.0,inactive
3176,CHEMBL3593549,CCCC[C@H]1CN([C@@H](Cc2ccc(O)cc2)CN2CCC[C@H]2CN2C(=O)C(=O)NC[C@H]2Cc2ccc3ccccc3c2)C(=O)C(=O)N1CCC12CC3CC(CC(C3)C1)C2,100000.0,inactive
3177,CHEMBL3617407,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCN3C(=O)c4ccccc4C3=O)C(=O)NO)cc2)cc1,0.67,active
3178,CHEMBL3617406,CC(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c1ccccc1,590.0,active
3179,CHEMBL3617405,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCNC(=O)Cc3ccccc3)C(=O)NO)cc2)cc1,0.37,active
3180,CHEMBL3617404,COc1ccc(-c2ccc(S(=O)(=O)N(OC(C)C)[C@H](CCNC(C)=O)C(=O)NO)cc2)cc1,0.13,active
3181,CHEMBL3617403,CC(C)ON([C@H](CCNC(=O)Cc1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,1.4,active
3182,CHEMBL3617402,CC(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.33,active
3183,CHEMBL3617401,CC(C)ON([C@H](CCNS(C)(=O)=O)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,1.0,active
3184,CHEMBL3617400,CC(C)ON([C@H](CCNC(=O)c1ccccc1)C(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,1.5,active
3185,CHEMBL3618461,Cl.Nc1ccc(Oc2ccc(S(=O)(=O)C[C@@H]3CS3)cc2)cc1,235.2,active
3186,CHEMBL3618462,Cl.Nc1ccc(Oc2ccc(S(=O)(=O)C[C@H]3CS3)cc2)cc1,144.6,active
3187,CHEMBL1834425,Cl.Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,63.6,active
3188,CHEMBL3618463,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)C[C@@H]3CS3)cc2)cc1,256.2,active
3189,CHEMBL3618464,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)C[C@H]3CS3)cc2)cc1,299.2,active
3190,CHEMBL485492,CC(=O)Nc1ccc(Oc2ccc(S(=O)(=O)CC3CS3)cc2)cc1,170.0,active
3191,CHEMBL3622219,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2cccc3ccccc23)cc1,7920.0,intermediate
3192,CHEMBL3622220,Cc1ccccc1C1=NN(c2ccc(S(N)(=O)=O)cc2)C(c2cccc3ccccc23)C1,2910.0,intermediate
3193,CHEMBL3621216,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3Cl)CC2c2cccc3ccccc23)cc1,8630.0,intermediate
3194,CHEMBL3622221,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,3240.0,intermediate
3195,CHEMBL3622222,COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1,4830.0,intermediate
3196,CHEMBL3622223,NS(=O)(=O)c1ccc(N2N=C(c3cccc(Br)c3)CC2c2cccc3ccccc23)cc1,11360.0,inactive
3197,CHEMBL3622224,NS(=O)(=O)c1ccc(N2N=C(c3cccc(I)c3)CC2c2cccc3ccccc23)cc1,9430.0,intermediate
3198,CHEMBL3622225,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,6810.0,intermediate
3199,CHEMBL3622226,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c(C)c1,210.0,active
3200,CHEMBL3622784,COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,4270.0,intermediate
3201,CHEMBL3622785,CCOc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)cc1,810.0,active
3202,CHEMBL3622786,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2cccc3ccccc23)cc1,2700.0,intermediate
3203,CHEMBL3622787,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc3ccccc3c2)cc1,12630.0,inactive
3204,CHEMBL3622788,Cc1ccccc1C1=NN(c2ccc(S(N)(=O)=O)cc2)C(c2ccc3ccccc3c2)C1,11440.0,inactive
3205,CHEMBL3622789,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3Cl)CC2c2ccc3ccccc3c2)cc1,14830.0,inactive
3206,CHEMBL3622790,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,3860.0,intermediate
3207,CHEMBL3622791,COc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)c1,2150.0,intermediate
3208,CHEMBL3622792,NS(=O)(=O)c1ccc(N2N=C(c3cccc(F)c3)CC2c2ccc3ccccc3c2)cc1,23820.0,inactive
3209,CHEMBL3622793,NS(=O)(=O)c1ccc(N2N=C(c3cccc(Br)c3)CC2c2ccc3ccccc3c2)cc1,17820.0,inactive
3210,CHEMBL3622794,NS(=O)(=O)c1ccc(N2N=C(c3cccc(I)c3)CC2c2ccc3ccccc3c2)cc1,15670.0,inactive
3211,CHEMBL3622795,Cc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,2810.0,intermediate
3212,CHEMBL3622796,COc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,9900.0,intermediate
3213,CHEMBL3622797,CCOc1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc4ccccc4c3)C2)cc1,14940.0,inactive
3214,CHEMBL3622798,NS(=O)(=O)c1ccc(N2N=C(c3ccc(F)cc3)CC2c2ccc3ccccc3c2)cc1,16840.0,inactive
3215,CHEMBL3622799,NS(=O)(=O)c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccc3ccccc3c2)cc1,3600.0,intermediate
3216,CHEMBL3622800,C[C@@]1(O)c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)C[C@@H]3C[C@@H]21,1260.0,intermediate
3217,CHEMBL2088991,COc1ccc(C(=O)N[C@@H]2C[C@H](C(=O)NO)N(S(=O)(=O)c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,450.0,active
3218,CHEMBL2088993,O=C(N[C@@H]1C[C@H](C(=O)NO)N(S(=O)(=O)c2ccc(Cl)c(Cl)c2)C1)c1cccs1,144.0,active
3219,CHEMBL3633819,O=C(NO)[C@H]1C[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)CN1S(=O)(=O)c1ccc(Cl)c(Cl)c1,360.0,active
3220,CHEMBL3394285,O=C(/C=C/c1ccc(C(F)(F)F)cc1)NO,100000.0,inactive
3221,CHEMBL3752564,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,9.25,active
3222,CHEMBL3754243,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,11.66,active
3223,CHEMBL3752747,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(F)nc2)cc1)P(=O)(O)O,628.0,active
3224,CHEMBL3752826,Cc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)s1,100000.0,inactive
3225,CHEMBL3754302,CC(C)C(N(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,56.3,active
3226,CHEMBL3754314,COCc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)s1,100000.0,inactive
3227,CHEMBL3751997,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CCCCCF)P(=O)(O)O)cc2)cc1,6.5,active
3228,CHEMBL3752419,COc1ccc(-c2ccc(S(=O)(=O)N[C@H](CCCCCF)P(=O)(O)O)cc2)cc1,791.0,active
3229,CHEMBL3751971,O=C(Cc1ccccc1S(=O)(=O)c1ccc(OCCCN2C(=O)c3ccccc3C2=O)cc1)NO,10000.0,inactive
3230,CHEMBL3752374,O=C(N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,9000.0,intermediate
3231,CHEMBL3754100,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Br)s1,1100.0,intermediate
3232,CHEMBL3752513,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC23CC4CC(CC(C4)C2)C3)cc1,2000.0,intermediate
3233,CHEMBL3753984,O=C(CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,2400.0,intermediate
3234,CHEMBL3754094,CC(C)CN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,3.0,active
3235,CHEMBL1229516,CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)[C@H](C)N(O)C=O)C(C)(C)C,2.1,active
3236,CHEMBL3770935,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N2CSC[C@@H]2C(=O)NO)CC1,5400.0,intermediate
3237,CHEMBL3770688,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N[C@H](CCCNC(=O)OCc2ccccc2)C(=O)NO)CC1,370.0,active
3238,CHEMBL3775799,Cc1nc2ccccc2n(CC(=O)NN)c1=O,98020.0,inactive
3239,CHEMBL3774559,CC(=O)NNC(=O)Cn1c(=O)c(C)nc2ccccc21,500000.0,inactive
3240,CHEMBL3775713,Cc1nc2ccccc2n(CC(=O)NNC(=O)c2ccccc2)c1=O,187410.0,inactive
3241,CHEMBL3775319,Cc1nc2ccccc2n(CC(=O)NNC(=O)Cc2ccccc2)c1=O,159390.0,inactive
3242,CHEMBL3775011,Cc1nc2ccccc2n(CC(=O)NNC(=O)c2ccc(Cl)cc2)c1=O,34790.0,inactive
3243,CHEMBL3775574,Cc1nc2ccccc2n(CC(=O)NNC(=O)c2c(Cl)cccc2Cl)c1=O,58220.0,inactive
3244,CHEMBL3775698,C/C(=N\NC(=O)Cn1c(=O)c(C)nc2ccccc21)c1ccccc1,9390.0,intermediate
3245,CHEMBL3774477,C/C(=N\NC(=O)Cn1c(=O)c(C)nc2ccccc21)c1ccc(Cl)cc1,13220.0,inactive
3246,CHEMBL3775356,C/C(=N\NC(=O)Cn1c(=O)c(C)nc2ccccc21)c1ccc([N+](=O)[O-])cc1,90810.0,inactive
3247,CHEMBL3775412,C/C(=N\NC(=O)Cn1c(=O)c(C)nc2ccccc21)c1ccccc1Cl,112260.0,inactive
3248,CHEMBL3775542,C/C(=N\NC(=O)Cn1c(=O)c(C)nc2ccccc21)c1cccc(Cl)c1,566890.0,inactive
3249,CHEMBL3775460,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccco2)c1=O,17170.0,inactive
3250,CHEMBL3775452,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccccc2)c1=O,67010.0,inactive
3251,CHEMBL3775115,Cc1nc2ccccc2n(CC(=O)N/N=C/Cc2ccccc2)c1=O,36040.0,inactive
3252,CHEMBL3775142,Cc1ccc(/C=N/NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,38650.0,inactive
3253,CHEMBL3775617,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc(N(C)C)cc2)c1=O,64300.0,inactive
3254,CHEMBL3774656,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc(Cl)cc2)c1=O,81010.0,inactive
3255,CHEMBL3775708,Cc1nc2ccccc2n(CC(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)c1=O,246260.0,inactive
3256,CHEMBL3774841,COc1cccc(/C=N/NC(=O)Cn2c(=O)c(C)nc3ccccc32)c1O,7170.0,intermediate
3257,CHEMBL3774826,COc1ccc(/C=N/NC(=O)Cn2c(=O)c(C)nc3ccccc32)c(OC)c1,74910.0,inactive
3258,CHEMBL3775221,COc1ccc(/C=N/NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1OC,28760.0,inactive
3259,CHEMBL3775970,COc1cc(/C=N/NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc(OC)c1OC,223370.0,inactive
3260,CHEMBL3774803,Cc1ccc(/C=N/NC(=O)[C@@H]2CC3(CN2S(=O)(=O)c2ccc(C)cc2)SCCS3)cc1,36790.0,inactive
3261,CHEMBL3774714,COc1ccccc1/C=N/NC(=O)[C@@H]1CC2(CN1S(=O)(=O)c1ccc(C)cc1)SCCS2,28520.0,inactive
3262,CHEMBL3774479,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2ccc(N(C)C)cc2)SCCS3)cc1,5520.0,intermediate
3263,CHEMBL3775428,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2ccccc2F)SCCS3)cc1,1890.0,intermediate
3264,CHEMBL3774916,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2ccccc2Cl)SCCS3)cc1,640.0,active
3265,CHEMBL3775945,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2ccccc2Br)SCCS3)cc1,410.0,active
3266,CHEMBL3775422,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2ccccc2[N+](=O)[O-])SCCS3)cc1,240.0,active
3267,CHEMBL3775206,Cc1ccc(S(=O)(=O)N2CC3(C[C@H]2C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)SCCS3)cc1,1050.0,intermediate
3268,CHEMBL3775720,COc1cc(/C=N/NC(=O)[C@@H]2CC3(CN2S(=O)(=O)c2ccc(C)cc2)SCCS3)cc(OC)c1OC,210410.0,inactive
3269,CHEMBL3792916,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1N)CC(C)C,0.19,active
3270,CHEMBL3792842,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(F)cc1N)CC(C)C,2.2,active
3271,CHEMBL3793231,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C(F)(F)F)cc1N)CC(C)C,10000.0,inactive
3272,CHEMBL3794468,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C(=O)c2ccccc2)cc1N)CC(C)C,10000.0,inactive
3273,CHEMBL3794076,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C)cc1N)CC(C)C,10000.0,inactive
3274,CHEMBL3793480,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(Br)cc1N)CC(C)C,21.8,active
3275,CHEMBL3794512,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1NC(C)=O)CC(C)C,10000.0,inactive
3276,CHEMBL3792940,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1cccc(N)c1)CC(C)C,2.05,active
3277,CHEMBL3826991,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O,472.0,active
3278,CHEMBL3827454,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)NC1CCCCC1,672.0,active
3279,CHEMBL3827196,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)NCc1ccccc1,419.0,active
3280,CHEMBL3827224,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(C2CCCCC2)cc1)C(=O)O,500.0,active
3281,CHEMBL3828460,O=C(CC[C@H](NS(=O)(=O)c1ccc(C2CCCCC2)cc1)C(=O)O)NCc1ccccc1,500.0,active
3282,CHEMBL3828446,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc(Cl)c(Cl)c1,806.0,active
3283,CHEMBL3827680,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,51.0,active
3284,CHEMBL3827024,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc(Cl)cc1,263.0,active
3285,CHEMBL3827243,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccccc1Cl,31.0,active
3286,CHEMBL3828226,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc(F)cc1,76.0,active
3287,CHEMBL3828270,COc1ccc(CNC(=O)CC[C@H](NS(=O)(=O)c2ccc(-c3ccccc3)cc2)C(=O)O)cc1,193.0,active
3288,CHEMBL3828318,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NCc1ccc([N+](=O)[O-])cc1,291.0,active
3289,CHEMBL3827759,COCC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C)c1ccccc1,3500.0,intermediate
3290,CHEMBL3828459,CCC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1,3.3,active
3291,CHEMBL3828457,CC(C)(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C)c1ccccc1,280.0,active
3292,CHEMBL3827120,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(=O)Nc1ccccc1,30.0,active
3293,CHEMBL3827238,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(=O)NC1CCCCC1,38.0,active
3294,CHEMBL3827433,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(=O)NC(c1ccccc1)c1ccccc1,2430.0,intermediate
3295,CHEMBL3827627,CC(C)(C)NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C,5.8,active
3296,CHEMBL3827521,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(=O)Nc1ccccc1,1.0,active
3297,CHEMBL3827160,CC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C)c1ccccc1,50.0,active
3298,CHEMBL3828077,CC(C)(C)NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C,84.0,active
3299,CHEMBL3828398,CNC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C,11.0,active
3300,CHEMBL3827117,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(=O)NC1CCCC1,54.0,active
3301,CHEMBL3827768,CC(C)(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1,3.4,active
3302,CHEMBL3828568,COCC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1,15.0,active
3303,CHEMBL3827185,CC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(C)(C)C)(c1ccccc1)c1ccccc1,780.0,active
3304,CHEMBL3827321,CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(CSc1cccs1)C(=O)NO,0.5,active
3305,CHEMBL3828712,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)O)C(=O)Nc1ccncc1,6.4,active
3306,CHEMBL3827831,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(=O)Nc1ccncc1,0.2,active
3307,CHEMBL3827566,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(=O)NC1CCCC1,1.6,active
3308,CHEMBL3828521,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(=O)NC1CCCCC1,1.3,active
3309,CHEMBL3828753,CC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C)(c1ccccc1)c1ccccc1,26.0,active
3310,CHEMBL3827377,CC(NC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C)c1ccccc1,0.4,active
3311,CHEMBL3828697,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)C(O)C(=O)NO)C(=O)NC(c1ccccc1)c1ccccc1,270.0,active
3312,CHEMBL3828314,CC(C)(C)C(NC(=O)C(CCCc1ccc(-c2ccccc2)cc1)CC(=O)NO)C(=O)NC(c1ccccc1)c1ccccc1,310.0,active
3313,CHEMBL3827249,CC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)cc1)CC(=O)NO)C(C)(C)C)c1ccccc1,34.0,active
3314,CHEMBL3827694,Cc1cc(CCCC(CC(=O)NO)C(=O)NC(C(=O)NC(C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1,1790.0,intermediate
3315,CHEMBL3827212,COc1cc(CCCC(CC(=O)NO)C(=O)NC(C(=O)NC(C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1,1700.0,intermediate
3316,CHEMBL3828059,CC(C)(C)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(=O)NC(c1ccccc1)c1ccccc1,414.0,active
3317,CHEMBL3828582,CC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(C(F)(F)F)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,51999.6,inactive
3318,CHEMBL3828566,CC(C)(C)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(F)c1)CC(=O)NO)C(=O)NC(c1ccccc1)c1ccccc1,41.0,active
3319,CHEMBL3828007,CNC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C,1.0,active
3320,CHEMBL3827764,CCc1cc(CCCC(CC(=O)NO)C(=O)NC(C(=O)NC(C)c2ccccc2)C(C)(C)C)ccc1-c1ccccc1,6800.0,intermediate
3321,CHEMBL3828041,CC(NC(=O)C(NC(=O)C(CCc1ccc(-c2ccc(F)cc2)cc1)CC(=O)NO)C(C)(C)C)c1ccccc1,210.0,active
3322,CHEMBL3828437,CNC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(C(C)(C)C)c1)CC(=O)NO)C(C)(C)C,86.0,active
3323,CHEMBL3827934,CCCCCCCCCC(CC(=O)NO)C(=O)NC(C(=O)NC(C)c1ccccc1)C(C)(C)C,100.0,active
3324,CHEMBL3827703,CC(NC(=O)C(NC(=O)C(CCCc1ccc2c(c1)Cc1ccccc1-2)CC(=O)NO)C(C)(C)C)c1ccccc1,11.0,active
3325,CHEMBL3828216,CC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(F)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,335.0,active
3326,CHEMBL3828305,CC(NC(=O)C(NC(=O)C(CCCC1CCCCC1)CC(=O)NO)C(C)(C)C)c1ccccc1,920.0,active
3327,CHEMBL3827107,CC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(Cl)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,1300.0,intermediate
3328,CHEMBL3828455,CNC(=O)C(NC(=O)C(CCCc1ccccc1)CC(=O)NO)C(C)(C)C,0.4,active
3329,CHEMBL3827012,O=C(NO)C1CN(Cc2ccc(Oc3ccc(F)cc3)cc2)C(=O)N1,28.0,active
3330,CHEMBL3827514,O=C(NO)C1CN(Cc2ccc(Oc3ccc4ccccc4c3)cc2)C(=O)N1,59.0,active
3331,CHEMBL3827444,COc1ccc(S(=O)(=O)N(Cc2cccnc2)C(C(=O)NO)C(C)C)cc1,4.6,active
3332,CHEMBL3828531,CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,0.7,active
3333,CHEMBL3827071,CNC(=O)C(NC(=O)C(CCc1ccc(Cl)cc1)CP(=O)(O)Cc1ccc(Cc2ccccc2OC)cc1)C(C)(C)C,6.6,active
3334,CHEMBL3828325,CNC(=O)C(NC(=O)C(CCc1ccc(Cl)cc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1)C(C)(C)C,2.6,active
3335,CHEMBL3828556,CNC(=O)C(NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2)cc1)C(C)(C)C,10.0,active
3336,CHEMBL3828359,CNC(=O)C(NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccccc1)C(C)(C)C,110.0,active
3337,CHEMBL3827937,CNC(=O)C(NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccc(Cc2ccccc2OC)cc1)C(C)(C)C,6.6,active
3338,CHEMBL3827994,O=C(NO)C1(O)COCCC1S(=O)(=O)c1ccc(OCc2ccc(Cl)cc2Cl)cc1,12.0,active
3339,CHEMBL3828338,O=C(NO)C1CC(c2ccc(Oc3ccc(F)cc3)cc2)C(=O)N1,39.0,active
3340,CHEMBL3828068,COC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)O)C(C)(C)C)c1ccccc1,34200.3,inactive
3341,CHEMBL3828219,CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C(CC(=O)NO)CC(C)C,6.0,active
3342,CHEMBL3828382,COC(NC(=O)C(NC(=O)C(CCCc1ccc(-c2ccccc2)c(C)c1)CC(=O)NO)C(C)(C)C)c1ccccc1,750.0,active
